TDA2653A-PHI,"7,57 € (57,04 kn)",INTEGRIRANI KRUG,5  - ima na lageru
TDA2653-KIT,"14,83 € (111,74 kn)",INTEGRIRANI KRUG-KIT(ČISTI),1  - ima na lageru
TDA2652,"9,69 € (73,01 kn)",IC,1  - ima na lageru
TDA2651-NEMA,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA2640-PHI,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA2631-MBR,"4,22 € (31,80 kn)",IC,3  - ima na lageru
TDA2620,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2616-PHI,"5,25 € (39,56 kn)",IC,3  - ima na lageru
TDA2615-PHI,"3,32 € (25,01 kn)",IC(SIL9),6  - ima na lageru
TDA2614-PHI,"1,99 € (14,99 kn)",IC-PWR AMP 2*6W,5  - ima na lageru
TDA2613-PHI,"1,73 € (13,03 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA2611AQ-PHI,"1,99 € (14,99 kn)",IF NO STOCK: TDA2611A-PHI,0  - pošalji upit
TDA2611A-PHI,"1,82 € (13,71 kn)",IC(SIL9),8  - ima na lageru
TDA2593A-TFK,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA2593,"0,97 € (7,31 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2591,"0,85 € (6,40 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2590,"0,00 € (0,00 kn)",IC=TDA2593,0  - pošalji upit
TDA2579,"0,00 € (0,00 kn)",IC=TDA2579A,0  - pošalji upit
TDA2578,"6,96 € (52,44 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2576,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2571,"0,00 € (0,00 kn)",NEMA ISPORUKE,0  - pošalji upit
TDA2570-PHI,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2545Q,"2,99 € (22,53 kn)",INTEGRIRANI KRUG=2545A,0  - pošalji upit
TDA2545A,"4,55 € (34,28 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2544,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2541-MBR,"2,55 € (19,21 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2451-2-SIE,"8,89 € (66,98 kn)",IC,2  - ima na lageru
TDA2450-KIT,"9,16 € (69,02 kn)",ZAMJENSKI KIT ZA IC TDA2450,1  - ima na lageru
TDA2320AN-ST,"2,26 € (17,03 kn)",IC(DIP8),5  - ima na lageru
TDA2170-ST,"19,71 € (148,50 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2086A,"42,87 € (323,00 kn)",IC,4  - ima na lageru
TDA2054M-ST,"2,39 € (18,01 kn)","IC-LIN,REC/PLAY AMPLIFIER(DIP16)",2  - ima na lageru
TDA2052V-ST,"10,65 € (80,24 kn)",INTEGRIRANI KRUG,6  - ima na lageru
TDA2051V-ST,"3,32 € (25,01 kn)",PWR AMP. 1x40W(TO220-5),5  - ima na lageru
TDA2050V-ST,"2,35 € (17,71 kn)",IC(TO220-5),47  - ima na lageru
TDA2040H/DIV,"1,43 € (10,77 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2040-ST,"2,65 € (19,97 kn)",AUDIO AMPL. 22W 4A 20V(TO220-5),6  - ima na lageru
TDA2030AV-ST,"1,99 € (14,99 kn)",IC-18W 22V AUDIO AMPL.(TO220-5)=PS2030A,43  - ima na lageru
TDA2020,"2,12 € (15,97 kn)",IC(DIP14Q),0  - pošalji upit
TDA2010,"3,71 € (27,95 kn)",INTEGRIRANI KRUG=TDA2020,0  - pošalji upit
TDA2009A-ST,"5,64 € (42,49 kn)",IC 2x11W STEREO AMPL. 11p(SQL11),5  - ima na lageru
TDA2008-ST,"1,99 € (14,99 kn)",IC(TO220-5)=ULN3702,4  - ima na lageru
TDA2007A-ST,"1,82 € (13,71 kn)",IC(SIL9),11  - ima na lageru
TDA2007-ST,"2,39 € (18,01 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2006V-ST,"1,69 € (12,73 kn)",IC(TO220-5),45  - ima na lageru
TDA2005R-ST,"1,82 € (13,71 kn)",IC-STEREO 22W(SQL11),1  - ima na lageru
TDA2005M-ST,"2,24 € (16,88 kn)",IC ST.2*10W 4ohm 28V=TDA2005S,0  - pošalji upit
TDA2004R-ST,"2,23 € (16,80 kn)",IC-STEREO 20W(SQL11),2  - ima na lageru
TDA2003AV-ST,"2,65 € (19,97 kn)",IC(TO220-5),30  - ima na lageru
TDA2003-ST,"2,65 € (19,97 kn)",IC-AUDIO AMPL. 10W VERTICAL(TO220-5),1  - ima na lageru
TDA2002/DIV,"0,97 € (7,31 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA2002-ST,"1,99 € (14,99 kn)",IC(TO220-5),7  - ima na lageru
TDA2000,"8,55 € (64,42 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA200,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA19997HL/C1-NXP,"25,00 € (188,36 kn)",IC-TRIPLE INP. HDMI 1.4A(LQFP10),5  - ima na lageru
TDA1940F,"13,21 € (99,53 kn)",IC,0  - pošalji upit
TDA1940-MBR,"13,21 € (99,53 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1910-ST,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1908A-ST,"7,11 € (53,57 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1908-ST,"9,29 € (70,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1905-ST,"2,36 € (17,78 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1904-ST,"1,33 € (10,02 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1872,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1870A-SGS,"3,72 € (28,03 kn)",IC=TDA1675,0  - pošalji upit
TDA1771-ST,"14,20 € (106,99 kn)",IC-VERTIKALA-(SIP10),0  - pošalji upit
TDA1770A,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA1770-KIT,"10,78 € (81,22 kn)",ZAMJENSKI MODUL ZA TDA1770,3  - ima na lageru
TDA16888G-SMD,"9,65 € (72,71 kn)",IC-SMD,3  - ima na lageru
TDA16888-INF,"3,05 € (22,98 kn)",IC-DIL 20,5  - ima na lageru
TDA16847-SIE,"2,07 € (15,60 kn)",IC,11  - ima na lageru
TDA16846P-INF,"1,99 € (14,99 kn)",IC - SWITCH MODE POWER SUPPLY(DIP14),27  - ima na lageru
TDA16833G-SMD,"7,17 € (54,02 kn)",IC SMD(SO8),5  - ima na lageru
TDA16833-SIE,"4,51 € (33,98 kn)",IC 100KHZ 30W OUT(DIP8),7  - ima na lageru
TDA16810G-INF,"4,74 € (35,71 kn)",IC (SOP14),7  - ima na lageru
TDA1675A-ST,"2,92 € (22,00 kn)",IC(SQL15),31  - ima na lageru
TDA1675,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1670,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA1596T-NXP-SMD,"3,98 € (29,99 kn)",IC-SMD,2  - ima na lageru
TDA1596-PHI(DIP18),"3,98 € (29,99 kn)",IC(DIP18),2  - ima na lageru
TDA1591-PHI,"2,65 € (19,97 kn)",IC(DIP20),8  - ima na lageru
TDA1579-PHI,"2,26 € (17,03 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1578A-PHI,"12,86 € (96,89 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1576-PHI,"4,25 € (32,02 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1574-PHI,"3,23 € (24,34 kn)",IC,2  - ima na lageru
TDA1562Q-PHI,"30,55 € (230,18 kn)",IC-PWR AMP 100W,4  - ima na lageru
TDA1561Q-PHI,"9,70 € (73,08 kn)",IC,0  - pošalji upit
TDA1560Q-PHI,"8,31 € (62,61 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1558Q-PHI,"3,32 € (25,01 kn)",INTEGRIRANI KRUG,9  - ima na lageru
TDA1558Q,"8,08 € (60,88 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1557Q-PHI,"2,42 € (18,23 kn)",INTEGRIRANI KRUG,4  - ima na lageru
TDA1556Q-PHI,"6,44 € (48,52 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1555Q-PHI,"6,74 € (50,78 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1554Q-PHI,"4,25 € (32,02 kn)",IC,0  - pošalji upit
TDA1553Q-PHI,"7,96 € (59,97 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1553CQ-PHI,"4,91 € (36,99 kn)",IC=TDA1553Q-PHI,0  - pošalji upit
TDA1553AQ-PHI,"4,91 € (36,99 kn)",IC=TDA1553Q-PHI,0  - pošalji upit
TDA1552Q-PHI,"7,86 € (59,22 kn)",IC,9  - ima na lageru
TDA1545AT-PHI,"3,68 € (27,73 kn)",IC-AUDIO DAC-SMD,0  - pošalji upit
TDA1543A-PHI,"3,45 € (25,99 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1543-PHI,"4,91 € (36,99 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1542-PHI,"4,09 € (30,82 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1526-PHI,"3,20 € (24,11 kn)",IC-STEREO TONE/VOLUME CTR.,1  - ima na lageru
TDA1524A-PHI,"3,39 € (25,54 kn)",IC-STEREO-TONE/VOLUME CONTR(DIP18),3  - ima na lageru
TDA1522,"1,33 € (10,02 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1521A-PHI,"3,12 € (23,51 kn)",IC( SIL9),9  - ima na lageru
TDA1521/N5-PHI,"6,37 € (47,99 kn)",IC(SILP9),3  - ima na lageru
TDA1520B/N1,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA1520B-PHI,"20,11 € (151,52 kn)",IC-ORIGINAL 20W HI-FI AUDIO AMP.,4  - ima na lageru
TDA1520AQ,"0,00 € (0,00 kn)",IC=B,0  - pošalji upit
TDA1520A-PHI,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1519CTD-PHI,"4,25 € (32,02 kn)",IC-SMD(HSOP20),4  - ima na lageru
TDA1519CSP-PHI,"5,91 € (44,53 kn)",IC,10  - ima na lageru
TDA1519CL-UTC,"4,19 € (31,57 kn)",IC=TDA1519C,1  - ima na lageru
TDA1519C,"5,57 € (41,97 kn)",IC(SIP9),0  - pošalji upit
TDA1519B-PHI,"2,39 € (18,01 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1519AQ-PHI,"3,78 € (28,48 kn)",IC=AQ=C,0  - pošalji upit
TDA1519A,"4,09 € (30,82 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1519-PHI,"3,32 € (25,01 kn)",IC- POWER AMP.STEREO 2X6W (ZIP9),5  - ima na lageru
TDA1518BQ-PHI,"2,86 € (21,55 kn)",INTEGRIRANI KRUG,11  - ima na lageru
TDA1517P-PHI,"3,66 € (27,58 kn)",IC-(DIP18),2  - ima na lageru
TDA1517-PHI,"2,26 € (17,03 kn)",IC(SIP9),1  - ima na lageru
TDA1516BQ-PHI,"5,31 € (40,01 kn)",IC(SQL13),2  - ima na lageru
TDA1516AQ-PHI,"3,58 € (26,97 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1516-PHI,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1515BQ-PHI,"2,92 € (22,00 kn)",IC(SQL13),1  - ima na lageru
TDA1515AQ-PHI,"3,12 € (23,51 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1514N4,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA1514AQ-PHI,"5,96 € (44,91 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1514A-PHI,"11,68 € (88,00 kn)",IC(SILP9),4  - ima na lageru
TDA1512AQ-PHI,"3,26 € (24,56 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1512A-PHI,"3,00 € (22,60 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1510Q-PHI,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1510AQ-PHI,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1506-PHI,"5,24 € (39,48 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1432-PHI,"2,75 € (20,72 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1420,"0,00 € (0,00 kn)",IC(TO220-5),0  - pošalji upit
TDA1412,"0,60 € (4,52 kn)",IC,12  - ima na lageru
TDA1311A/N2-PHI,"2,65 € (19,97 kn)",IC-ANALOG&MIXED-SIGNAL PROCESING,7  - ima na lageru
TDA1308T-PHI-SMD,"3,12 € (23,51 kn)",IC-PWR AMP 1X60W/32E 7V HDPH(SO8),1  - ima na lageru
TDA1308-PHI,"3,45 € (25,99 kn)",IC-PWR AMP 1*60mW/32E 7V HEA,4  - ima na lageru
TDA1301T-PHI,"2,07 € (15,60 kn)",IC-DIGITAL CD SERVO CONTROLL,1  - ima na lageru
TDA1270Q/DIV,"2,63 € (19,82 kn)",INTEGRIRANI KRUG,8  - ima na lageru
TDA1238,"3,66 € (27,58 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1220B-MBR,"1,30 € (9,79 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA120T,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA1200,"2,96 € (22,30 kn)",INTEGRIRANI KRUG,7  - ima na lageru
TDA1190Z-ST,"9,16 € (69,02 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1185A-MOT,"11,81 € (88,98 kn)",INTEGRIRANI KRUG,7  - ima na lageru
TDA1175P-ST,"2,52 € (18,99 kn)",IC-TV VERT. DEFLECTION SYST.,3  - ima na lageru
TDA1170S-ST,"4,74 € (35,71 kn)",IC,6  - ima na lageru
TDA1170D-MBR,"3,22 € (24,26 kn)",INTEGRIRANI KRUG,4  - ima na lageru
TDA1152,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1151-ST,"4,95 € (37,30 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1103-MBR,"7,55 € (56,89 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1100,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TDA1085C-MOT,"4,80 € (36,17 kn)",IC-CONTROLLER AC I DC MOTORA(DIP16),4  - ima na lageru
TDA1083-TFK,"1,31 € (9,87 kn)",INTEGRIRANI KRUG,14  - ima na lageru
TDA1082-PHI,"8,16 € (61,48 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1074A-PHI,"5,08 € (38,28 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1072AT-NXP(SO16),"7,30 € (55,00 kn)",IC-SMD,2  - ima na lageru
TDA1072A-PHI(DIP16),"5,97 € (44,98 kn)",IC,1  - ima na lageru
TDA1062S-TFK,"1,83 € (13,79 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1062-TFK,"1,58 € (11,90 kn)",INTEGRIRANI KRUG,5  - ima na lageru
TDA1061-TFK,"4,65 € (35,04 kn)",IC,2  - ima na lageru
TDA1060/DIV,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1060-PHI,"12,48 € (94,03 kn)",IC=B260D(DIP16),13  - ima na lageru
TDA1059B-PHI,"6,00 € (45,21 kn)",INTEGRIRANI KRUG,4  - ima na lageru
TDA1054M-ST,"2,50 € (18,84 kn)",IC-LINEAR(DIP16),4  - ima na lageru
TDA1048G-MBR,"2,75 € (20,72 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TDA1047-SIE(DIP18),"5,12 € (38,58 kn)",IC,4  - ima na lageru
TDA1041P,"1,39 € (10,47 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1041E-ST,"3,78 € (28,48 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1037D,"25,95 € (195,52 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1029-PHI,"3,75 € (28,25 kn)",ICTDA1029/DIV,0  - pošalji upit
TDA1024-PHI,"19,90 € (149,94 kn)",IC(DIP8),8  - ima na lageru
TDA1022-PHI,"10,92 € (82,28 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1020-PHI,"4,51 € (33,98 kn)",INTEGRIRANI KRUG,12  - ima na lageru
TDA1015-PHI,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TDA1013B-PHI,"1,30 € (9,79 kn)",INTEGRIRANI KRUG,33  - ima na lageru
TDA1011-PHI,"5,31 € (40,01 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TDA1010,"0,53 € (3,99 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TDA1006A-PHI,"18,80 € (141,65 kn)",IC(DIP16),1  - ima na lageru
TDA1004A,"12,81 € (96,52 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TD67283APG-TOS(JAPAN),"0,00 € (0,00 kn)","IC 8xDr. 50V 0,5A TTL/CMOS (DIP18)",0  - pošalji upit
TD6710AN,"4,58 € (34,51 kn)",INTEGRIRANI KRUG,2  - ima na lageru
TD6364N,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TD6316,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TD6301AP-TOS,"6,41 € (48,30 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TD62784,"0,00 € (0,00 kn)",IC=TD62783,0  - pošalji upit
TD62783AP-TOS(JAPAN),"2,65 € (19,97 kn)","IC 8xDr. 50V 0,5A TTL/CMOS (DIP18)",0  - pošalji upit
TD62783AFG-TOS,"2,32 € (17,48 kn)",IC-DRIVER HIGHT VOLT. 500mA 50V(SOP18),8  - ima na lageru
TD62084AP,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TD62083AP-TOS,"0,00 € (0,00 kn)",IC=ULN2803A,0  - pošalji upit
TD62083AP,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TD62064,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TD62004AP,"0,00 € (0,00 kn)",IC=ULN20004,0  - pošalji upit
TD62003,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TD1501S50 (TO263-5),"3,32 € (25,01 kn)",IC-SMD-N-channel MOSFET driver,10  - ima na lageru
TD1410PR-TECH(SO8),"2,90 € (21,85 kn)",IC-SMD,3  - ima na lageru
TD1410C-TECH(SO8),"2,90 € (21,85 kn)",IC SMD,9  - ima na lageru
TD1410-TECH(SO8),"3,61 € (27,20 kn)",IC,10  - ima na lageru
TCUT1300-VISHAY,"3,98 € (29,99 kn)",OPTICAL SWITCH (4X4mm) 950nm,22  - ima na lageru
TCP8107,"3,45 € (25,99 kn)",IC,4  - ima na lageru
TCLT1003,"1,99 € (14,99 kn)",IC,3  - ima na lageru
TCA971,"12,73 € (95,91 kn)",IC(DIP14),3  - ima na lageru
TCA955-SIE,"26,18 € (197,25 kn)",IC REG.BRZINE 16P,8  - ima na lageru
TCA940E/DIV,"3,45 € (25,99 kn)",IC-AUDIO POWER AMPL.10W 12pQ,3  - ima na lageru
TCA900,"1,10 € (8,29 kn)",IC(TO126),2  - ima na lageru
TCA871-SIE,"3,66 € (27,58 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TCA830S,"5,74 € (43,25 kn)",IC,9  - ima na lageru
TCA810A,"3,19 € (24,04 kn)",IC(DIP16),2  - ima na lageru
TCA785P-INF,"6,97 € (52,52 kn)",IC THYR+TRIAC TRIGGER CTRL (DIP16),6  - ima na lageru
TCA750,"7,83 € (59,00 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TCA740A/DIV,"0,80 € (6,03 kn)",IC,3  - ima na lageru
TCA730A,"6,45 € (48,60 kn)",IC=A273D,4  - ima na lageru
TCA700Y-ITT,"11,68 € (88,00 kn)",REGULATOR NAPONA 10V 0.22A,0  - pošalji upit
TCA660B-MBR,"1,86 € (14,01 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TCA650/DIV,"2,36 € (17,78 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TCA4511-SIE,"2,03 € (15,30 kn)",INT.KRUG PALL CAR STER.DEKODER,32  - ima na lageru
TCA4500A-MBR,"1,70 € (12,81 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TCA4429CPA-MIC,"1,99 € (14,99 kn)","IC-DRIVER 6A,CHAN.1,4.5-18V(DIP8)",3  - ima na lageru
TCA4420CPA-MIC(DIP8),"2,87 € (21,62 kn)","IC-DRIVER MOSFET GATE DRIVER,6A CH1",9  - ima na lageru
TCA335A-SIE(DIP6),"9,95 € (74,97 kn)",IC-SINGL OP AMP,4  - ima na lageru
TCA3189,"0,00 € (0,00 kn)",IC=CA3189,0  - pošalji upit
TCA270S-RHM,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TCA240V/DIV(DIP16),"7,00 € (52,74 kn)",IC,3  - ima na lageru
TCA150,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TCA105N/DIV,"7,70 € (58,02 kn)",IC,22  - ima na lageru
TCA0372DW-MOT,"3,18 € (23,96 kn)",IC-DUAL OPAMP,6  - ima na lageru
TCA0372DP2-MOT,"7,84 € (59,07 kn)",IC-DUAL OPAMP +/-15-40V,5  - ima na lageru
TCA0372DP1-MOT,"1,59 € (11,98 kn)",IC-DUAL OPAMP 1.1MHz,9  - ima na lageru
TC9402CPD,"9,31 € (70,15 kn)",IC-Voltage to Frequency & Frequency to V,1  - ima na lageru
TC9200BF,"1,83 € (13,79 kn)",INTEGRIRANI KRUG,1  - ima na lageru
TC9164N-TOS,"8,63 € (65,02 kn)",INTEGRIRANI KRUG(ONKYO),2  - ima na lageru
TC9164AF-TOS,"7,96 € (59,97 kn)",IC-SMD-HIGH VOLTAGE ANALOG SWITCH(SO28),11  - ima na lageru
TC9163N-TOS,"5,12 € (38,58 kn)",IC(SDIP28),1  - ima na lageru
TC9163AN-TOS(PDIP28),"7,30 € (55,00 kn)",IC=TC9163N,4  - ima na lageru
TC9163AF-TOS(SO28),"6,47 € (48,75 kn)",IC-SMD,3  - ima na lageru
TC7WU04FULF-TOS(SSOP8),"1,99 € (14,99 kn)",IC-TRIPLE INVERTER,10  - ima na lageru
TC7106CPL-TEL(DIP40),"7,30 € (55,00 kn)",IC,1  - ima na lageru
TC4429VOA-MIC,"0,00 € (0,00 kn)","IC-DRIVER,6A,CH1,INVERTING,4.5-18V(SO8)",0  - pošalji upit
TC4429EOA-MIC,"2,03 € (15,30 kn)","IC-DRIVER 6A,CHAN.1,INVERT.4,5-18V(SO8)",3  - ima na lageru
TC4429CPA-MIC,"2,06 € (15,52 kn)","IC-DRIVER,6A,CH1,INVERTING,4.5-18V(DIP8)",2  - ima na lageru
TC4429,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TC4427CPA-MT(DIP8),"2,70 € (20,34 kn)",IC-FET GATE DRIVER 1.5A 4.5-18V,11  - ima na lageru
TC4427AE-MT(SO8),"4,51 € (33,98 kn)",IC-SMD-FET GATE DRIVER 1.5A 4.5-18V,18  - ima na lageru
TC4427ACOA-MIC(SO8),"7,50 € (56,51 kn)",IC-SMD-FET GATE DRIVER 1.5A 4.5-18V,5  - ima na lageru
TC4426EPA-MIC(DIP),"3,49 € (26,30 kn)","IC-DRIVER,1.5A,CH2,INVERTING 4.5-18V(DIP",5  - ima na lageru
TC4426ACPA-MIC(DIP),"2,40 € (18,08 kn)","IC-DRIVER,1.5A CH2,INVERTING 4.5-18V(DIP",12  - ima na lageru
TC4426ACOA-MIC(SMD),"1,96 € (14,77 kn)","IC-SRIVER 1.5A,CH2,INVERTING 4.5-18V(SO8",9  - ima na lageru
TC4424AV-MIC(SO8),"6,25 € (47,09 kn)","IC-SMD FET DRIVER 3A; CH:2, 4.5-18V",4  - ima na lageru
TC4423CPA-MT,"3,52 € (26,52 kn)",IC-DRIVER;3A CH:2; INVERTING 4.5:18V(DIP,3  - ima na lageru
TC4421AVPA-MIC(DIP8),"4,22 € (31,80 kn)",IC-DIP-DRIVER  4.5V-18V 10A,3  - ima na lageru
TC4421AVOA-MIC(SO8),"5,02 € (37,82 kn)",IC-SMD-DRIVER  4.5V-18V 10A,1  - ima na lageru
TC4420EOA-MIC(SO8),"6,53 € (49,20 kn)",IC-SMD-GATE DRIVER 6A CH1,20  - ima na lageru
TC429CPA-MIC,"3,98 € (29,99 kn)","IC-DRIVER,6A,CH1,INVERTING,7-18V(DIP8)",3  - ima na lageru
TC426D-MT,"3,98 € (29,99 kn)",IC DRIVER 1.5A 2;4.5-18V (DIP8),3  - ima na lageru
TC426CPA-MT,"4,65 € (35,04 kn)",IC DRIVER 1.5A 2;4.5-18V (DIP8),4  - ima na lageru
TC14433,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TC1413NCPA-MIC(DIP8),"3,75 € (28,25 kn)",IC-driver; MOSFET gate driver;,1  - ima na lageru
TC1411CPA-MIC(DIP8),"3,72 € (28,03 kn)",IC-DRIVER MOSFET GATE DRIVER,11  - ima na lageru
TBD62783APG-TOS,"2,73 € (20,57 kn)","IC-Driver; load switch,transistor array;",21  - ima na lageru
TBA820M-ST,"1,99 € (14,99 kn)",IC(DIP8),35  - ima na lageru
TBA810S=UL1481,"4,65 € (35,04 kn)",IC-PWR AMP 1x7W/16E 20V 20kH(QIP12+A),0  - pošalji upit
TBA810MT,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TBA810AS,"6,64 € (50,03 kn)",IC(QIP12+A)=UL1481,1  - ima na lageru
TBA800,"2,54 € (19,14 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TBA780,"0,00 € (0,00 kn)",IC=CA3065E,0  - pošalji upit
TBA550,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TBA530,"6,12 € (46,11 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TBA440B-MBR,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TBA2800-ITT,"1,73 € (13,03 kn)",INTEGRIRANI KRUG,7  - ima na lageru
TBA231,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TBA229,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TBA222B-SIE,"4,98 € (37,52 kn)",INTEGRIRANI KRUG,0  - pošalji upit
TBA221,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TBA150,"0,00 € (0,00 kn)",IC=TAA550B,0  - pošalji upit
TBA1441,"3,50 € (26,37 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TBA120U/DIV,"0,58 € (4,37 kn)",INTEGRIRANI KRUG,3  - ima na lageru
TBA120T-MBR,"0,66 € (4,97 kn)",FM/IF POJAČALO+DEMOD. CERAMIČKI FILTER,1  - ima na lageru
TBA120SA,"0,00 € (0,00 kn)",IC,0  - pošalji upit
TBA120S/DIV,"1,33 € (10,02 kn)",IC-FM/IF AMPL+DEMOD. NF-V,0  - pošalji upit
TB6560AHQ-TOS,"18,04 € (135,92 kn)",IC-DRIVER PWM CNTRL.STEP MOTOR DRIVER,3  - ima na lageru
TB2946HQ-TOS,"12,61 € (95,01 kn)",IC,4  - ima na lageru
